what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426827984244
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426827993516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426827994993
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426828002292
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426828004621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426828005610
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426828008114
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1426828009333
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426828014922
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426828015109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426828019825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426828092451
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1426828094201
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1426828095789
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1426828096033
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1426828096254
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1426828096467
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1426828098203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426828099964
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426828128923
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1426828130181
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1426828131070
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426828133320
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426828151074
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426828153176
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426828170627
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1426828171799
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1426828175224
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426828176570
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1426828180937
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426828181976
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426828279642
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426828289677
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1426828290943
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426828292823
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426828296379
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426828296538
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1426828297108
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1427361242920
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1427361242920
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1427361242920
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1427361242920
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1427361242920
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1427361242920
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1427361242920
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1427361242920
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1427361242920
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1427361242920
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1427361242920
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1427361242920
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1427361242920
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1427361242920
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1427361242935
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1427361242935
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1427361242935
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1427361242935
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1427361242935
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1427361242935
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1427361242935
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1427361242935
